ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,11180395,44994575,"Centrum dopravního výzkumu, v. v. i.",Smlouva o poskytování služeb za 10-12/2018,14520,2018-12-31,2019-02-06,5168,FD1804009,
66003008,201815,87310961,Jan Dienstbier,práce za 4.Q 2018,36300,2018-12-31,2019-01-22,5168,FD1804010,
66003008,18110641,25143468,"SPM Security Paper Mill, a.s.",registrační značky,3874734.37,2018-12-28,2019-01-25,5139,FD1804012,
66003008,18110640,25143468,"SPM Security Paper Mill, a.s.",registrační značky,60511.25,2018-12-28,2019-01-25,5139,FD1804013,
66003008,180116457,49702891,FLY UNITED s.r.o.,ubytování - Šobra Josef ZPC č. 0795/2018,3507,2018-12-31,2019-02-13,5173,FD1804014,
66003008,9809540,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,"seminář - Ing. Matějovičová, Ing. Vaníčekv- FDZ 1800120",2690,2018-12-31,2019-01-23,5167,FD1804015,
66003008,1212018,2378051,Filip Knap,stěhovací práce za 12/2018,5580,2018-12-31,2019-01-18,5169,FD1804016,
66003008,2190001,44950993,Oldřich Řezanina,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2018,22532,2018-12-31,2019-02-04,5811,FD1804017,
66003008,2019020101,24789585,Šupito s.r.o.,překlad - platba platební poukázkou,4201.10,2018-12-31,2019-03-04,5169,FD1804018,
66003008,20184173,3980481,Monitora Media s.r.o.,monitoring médidí za 12/2018,19299.50,2018-12-31,2019-01-30,5169,FD1804019,
66003008,6018150337,46965815,"ZDAR, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2018,928303,2018-12-31,2019-01-29,5811,FD1804020,
66003008,18110440,26370336,Cvinger bus s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2018,195033.25,2018-12-31,2019-02-04,5811,FD1804021,
66003008,2101800399,46905952,"ČSAD Tišnov, spol.s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2018,318710.66,2018-12-31,2019-01-17,5811,FD1804022,
66003008,18180,26346664,VV Autobusy s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2018,178178.40,2018-12-31,2019-02-04,5811,FD1804023,
66003008,6180001054,47916923,"ANeT-Advanced Network Technology, s.r.o.",servisní pohotovost SW za 10-12/2018,16558.90,2018-12-31,2019-01-25,5168,FD1804024,
66003008,1842120449,25656635,"Pražské vodovody a kanalizace, a.s.",srážky za 12/2018,16971,2018-12-31,2019-01-17,5151,FD1804025,
66003008,4459800001,49240315,MLADÁ FRONTA a.s.,Elektronické zpravodajství Euro24 za 12/2018,2420,2018-12-31,2019-02-01,5169,FD1804026,
66003008,32164791,27582167,Deloitte Advisory s.r.o.,odměna za 12/2018,294562.40,2018-12-31,2019-01-25,5166,FD1804027,
66003008,201530,62581341,"DIGNITA, s.r.o.",údržba Podatelna za 12/2018,6050,2018-12-31,2019-01-16,5168,FD1804028,
66003008,120181596,26128233,RENTEL a.s.,e-learningové vzdělávání zaměstnanců MD za 12/2018,8082.80,2018-12-31,2019-01-30,5167,FD1804029,
66003008,2900006,1279,"Státní tiskárna cenin, s.p.",DOBROPIS - Karty DT za 11/2018,0,2018-12-31,2019-02-05,2391,FD1804030,
66003008,2900006,1279,"Státní tiskárna cenin, s.p.",DOBROPIS - Karty DT za 11/2018,-2510.75,2018-12-31,2019-02-05,2324,FD1804030,
